domain,name,min,max,avg,total,count
OpenCVTrace,"void __cdecl cv::utils::logging::LogTagManager::assign(const class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &,struct cv::utils::logging::LogTag *)",14600,14600,14600.0,14600,1
OpenCVTrace,"struct cv::utils::logging::LogTag *__cdecl cv::utils::logging::LogTagManager::get(const class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &)",2100,2100,2100.0,2100,1
OpenCVTrace,"__cdecl cv::VideoCapture::VideoCapture(int,int)",633950100,633950100,633950100.0,633950100,1
OpenCVTrace,bool __cdecl cv::VideoCapture::read(const class cv::_OutputArray &),572101,114437500,1437339.9708333334,344961593,240
OpenCVTrace,__cdecl cv::VideoCapture::~VideoCapture(void),3100,529726100,264864600.0,529729200,2
OpenCVTrace,"void __cdecl cv::flip(const class cv::_InputArray &,const class cv::_OutputArray &,int)",282300,1204999,335901.7029288703,80280507,239
OpenCVTrace,"void __cdecl cv::cvtColor(const class cv::_InputArray &,const class cv::_OutputArray &,int,int)",60300,6251900,371955.9867503487,533384885,1434
OpenCVTrace,"void __cdecl cv::resize(const class cv::_InputArray &,const class cv::_OutputArray &,class cv::Size_<int>,double,double,int)",103501,3311000,399412.28870292887,286378611,717
OpenCVTrace,"void __cdecl cv::Mat::convertTo(const class cv::_OutputArray &,int,double,double) const",7700,1610900,388725.58667287976,834205109,2146
OpenCVTrace,"void __cdecl cv::split(const class cv::_InputArray &,const class cv::_OutputArray &)",33100,871599,216133.89260808926,154968001,717
OpenCVTrace,"void __cdecl cv::min(const class cv::_InputArray &,const class cv::_InputArray &,const class cv::_OutputArray &)",71200,4750300,575668.6813880126,547460916,951
OpenCVTrace,"void __cdecl cv::max(const class cv::_InputArray &,const class cv::_InputArray &,const class cv::_OutputArray &)",51199,907200,405221.7865404837,385365919,951
OpenCVTrace,void __cdecl cv::Mat::copyTo(const class cv::_OutputArray &) const,1701,1639300,467183.9693165969,669941812,1434
OpenCVTrace,"double __cdecl cv::threshold(const class cv::_InputArray &,const class cv::_OutputArray &,double,double,int)",47800,1633801,361069.90308988764,257081771,712
OpenCVTrace,"void __cdecl cv::findContours(const class cv::_InputArray &,const class cv::_OutputArray &,const class cv::_OutputArray &,int,int,class cv::Point_<int>)",38499,861099,57538.903765690375,13751798,239
OpenCVTrace,"class cv::MatExpr __cdecl cv::Mat::zeros(class cv::Size_<int>,int)",500,10200,997.9456066945606,238509,239
OpenCVTrace,class cv::Mat &__cdecl cv::Mat::operator =(const class cv::Scalar_<double> &),900,10200,1216.7866108786611,290812,239
OpenCVTrace,"double __cdecl cv::contourArea(const class cv::_InputArray &,bool)",99,10300,369.01217391304345,212182,575
OpenCVTrace,"void __cdecl cv::drawContours(const class cv::_InputOutputArray &,const class cv::_InputArray &,int,const class cv::Scalar_<double> &,int,int,const class cv::_InputArray &,int,class cv::Point_<int>)",799,773000,19197.957575757577,9502989,495
OpenCVTrace,"void __cdecl cv::morphologyEx(const class cv::_InputArray &,const class cv::_OutputArray &,int,const class cv::_InputArray &,class cv::Point_<int>,int,int,const class cv::Scalar_<double> &)",73201,1582699,84400.46443514644,20171711,239
OpenCVTrace,"class cv::MatExpr __cdecl cv::Mat::mul(const class cv::_InputArray &,double) const",199,8301,517.581589958159,247404,478
OpenCVTrace,"void __cdecl cv::multiply(const class cv::_InputArray &,const class cv::_InputArray &,const class cv::_OutputArray &,double,int)",167399,999200,264014.4163179916,126198891,478
OpenCVTrace,"void __cdecl cv::MatOp_AddEx::multiply(const class cv::MatExpr &,double,class cv::MatExpr &) const",99,8400,290.77824267782427,69496,239
OpenCVTrace,"void __cdecl cv::sqrt(const class cv::_InputArray &,const class cv::_OutputArray &)",84600,753201,93647.28451882846,22381701,239
OpenCVTrace,"void __cdecl cv::max(const class cv::Mat &,const class cv::Mat &,class cv::Mat &)",201200,738999,261038.12343096235,124776223,478
OpenCVTrace,"void __cdecl cv::bitwise_and(const class cv::_InputArray &,const class cv::_InputArray &,const class cv::_OutputArray &,const class cv::_InputArray &)",39900,932000,55645.66527196653,13299314,239
OpenCVTrace,"void __cdecl cv::blur(const class cv::_InputArray &,const class cv::_OutputArray &,class cv::Size_<int>,class cv::Point_<int>,int)",1520200,2327400,1656473.2468619247,395897106,239
OpenCVTrace,"void __cdecl cv::inRange(const class cv::_InputArray &,const class cv::_InputArray &,const class cv::_InputArray &,const class cv::_OutputArray &)",175500,537900,235264.6039051604,168684721,717
OpenCVTrace,"void __cdecl cv::Mat::copyTo(const class cv::_OutputArray &,const class cv::_InputArray &) const",150901,445700,187928.49260042285,88890177,473
OpenCVTrace,"class cv::Mat &__cdecl cv::Mat::setTo(const class cv::_InputArray &,const class cv::_InputArray &)",14800,862500,130252.05160390516,93390721,717
OpenCVTrace,"void __cdecl cv::merge(const class cv::_InputArray &,const class cv::_OutputArray &)",108700,790400,134293.68619246862,32096191,239
OpenCVTrace,"void __cdecl cv::putText(const class cv::_InputOutputArray &,const class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &,class cv::Point_<int>,int,double,class cv::Scalar_<double>,int,int,bool)",69800,3661600,711881.5041841004,680558718,956
OpenCVTrace,"void __cdecl cv::dilate(const class cv::_InputArray &,const class cv::_OutputArray &,const class cv::_InputArray &,class cv::Point_<int>,int,int,const class cv::Scalar_<double> &)",169300,1560501,228530.76495726497,53476199,234
OpenCVTrace,"void __cdecl cv::erode(const class cv::_InputArray &,const class cv::_OutputArray &,const class cv::_InputArray &,class cv::Point_<int>,int,int,const class cv::Scalar_<double> &)",153200,351299,188143.5170940171,44025583,234
OpenCVTrace,"void __cdecl cv::absdiff(const class cv::_InputArray &,const class cv::_InputArray &,const class cv::_OutputArray &)",40799,1357200,100843.13247863248,23597293,234
OpenCVTrace,"void __cdecl cv::MatOp::add(const class cv::MatExpr &,const class cv::MatExpr &,class cv::MatExpr &) const",100,11400,395.0491452991453,184883,468
OpenCVTrace,"void __cdecl cv::addWeighted(const class cv::_InputArray &,double,const class cv::_InputArray &,double,double,const class cv::_OutputArray &,int)",697199,1767701,832863.6730769231,389780199,468
intel_gpu_plugin,Plugin::get_property,12600,418599,215599.5,431199,2
intel_gpu_plugin,TransformationsPipeline::apply::run_passes,4229200,4229200,4229200.0,4229200,1
intel_gpu_plugin,TransformationsPipeline::apply::activations_scaling,29213601,29213601,29213601.0,29213601,1
intel_gpu_plugin,TransformationsPipeline::apply,544514400,544514400,544514400.0,544514400,1
intel_gpu_plugin,Plugin::transform_model,545167500,545167500,545167500.0,545167500,1
intel_gpu_plugin,Plugin::clone_and_transform_model,579030400,579030400,579030400.0,579030400,1
intel_gpu_plugin,CustomLayer::LoadFromFile,200,115200,57700.0,115400,2
intel_gpu_plugin,ProgramBuilder::CreateSingleLayerPrimitive,100,675700,10907.066153846154,7089593,650
intel_gpu_plugin,Program::init_graph,386300,1689400,1037850.0,2075700,2
intel_gpu_plugin,pass::select_preferred_formats,8443500,8443500,8443500.0,8443500,1
intel_gpu_plugin,Program::pre_optimize_graph,339000,41778401,21058700.5,42117401,2
intel_gpu_plugin,KernelsCache::BuildAll::GetProgramSource,36701,8591799,4314250.0,8628500,2
intel_gpu_plugin,KernelsCache::build_batch,512100,12257600,9132300.25,109587603,12
intel_gpu_plugin,KernelsCache::BuildAll,401,21526500,8469700.333333334,25409101,3
intel_gpu_plugin,pass::CompileGraph,25582000,492122000,258852000.0,517704000,2
intel_gpu_plugin,Program::post_optimize_graph,185600,576099700,288142650.0,576285300,2
intel_gpu_plugin,pass::BasicMemoryDependencies,104299,190500,147399.5,294799,2
intel_gpu_plugin,pass::SkippedBranchMemoryDependencies,565800,725401,645600.5,1291201,2
intel_gpu_plugin,pass::OooqMemoryDependencies,956000,1092399,1024199.5,2048399,2
intel_gpu_plugin,pass::build_implementations,308800,24604300,12456550.0,24913100,2
